mode	n_queries	median_best_rank	mean_best_rank	pct_hit_top1	pct_hit_top5	pct_hit_top25	pct_any_same_name	median_self_cosine
binary	6052	570	918.989424983477	7.27032385988103	12.0290812954395	18.4567085261071	100	1
drug_tfidf	6052	570	923.434732319894	7.46860541969597	12.1116986120291	18.3575677461996	100	0.976181933868526
gene_tfidf	6052	609	953.233311302049	6.41110376734964	10.5915399867812	16.2425644415069	100	0.50864132645627
combined	6052	622	967.130700594845	6.13020489094514	9.89755452742895	15.5155320555188	100	0.398834264378363
geom_mean	6052	567	921.758261731659	6.92333113020489	11.6655651024455	17.9444811632518	100	0.805928739856952
arith_mean	6052	603	943.405320555188	6.52676801057502	10.7237276933245	16.7382683410443	100	0.602074616401856
stouffer_tfidf	6052	732.5	1223.09269662921	5.83278255122274	9.69927296761401	13.9292795769993	100	-0.0464960281086549
stouffer_global	6052	1220	1533.7151354924	2.06543291473893	4.14738929279577	7.3694646397885	100	-0.0978520763378432
